group,bitstringSize,algorithm,evaluationFunction,maximumIterations,actualIterations,maximumTheoreticalValue,actualValue,executionTimeMillis
14,50,SA,FlipFlopEvaluationFunction,500000,6098,49.0,49.0,1
14,50,GA,FlipFlopEvaluationFunction,500000,110115,49.0,49.0,4323
14,50,MIMIC,FlipFlopEvaluationFunction,500000,26728,49.0,49.0,36705
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2611,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,1428,94.0,94.0,54
14,50,MIMIC,FourPeaksEvaluationFunction,500000,538,94.0,94.0,757
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,3285,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,3302,94.0,94.0,123
14,50,MIMIC,SixPeaksEvaluationFunction,500000,466,94.0,94.0,649
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,39.0,54
14,50,SA,FlipFlopEvaluationFunction,500000,7524,49.0,49.0,2
14,50,GA,FlipFlopEvaluationFunction,500000,361,49.0,49.0,15
14,50,MIMIC,FlipFlopEvaluationFunction,500000,27783,49.0,49.0,38068
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2138,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,1260,94.0,94.0,48
14,50,MIMIC,FourPeaksEvaluationFunction,500000,897,94.0,94.0,1242
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,2342,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,3251,94.0,94.0,124
14,50,MIMIC,SixPeaksEvaluationFunction,500000,682,94.0,94.0,953
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,39.0,54
14,50,SA,FlipFlopEvaluationFunction,500000,17989,49.0,49.0,6
14,50,GA,FlipFlopEvaluationFunction,500000,131850,49.0,49.0,5187
14,50,MIMIC,FlipFlopEvaluationFunction,500000,4990,49.0,49.0,6847
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2366,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,4781,94.0,94.0,181
14,50,MIMIC,FourPeaksEvaluationFunction,500000,648,94.0,94.0,897
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,3924,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,1632,94.0,94.0,61
14,50,MIMIC,SixPeaksEvaluationFunction,500000,676,94.0,94.0,966
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,41.0,56
14,50,SA,FlipFlopEvaluationFunction,500000,46508,49.0,49.0,20
14,50,GA,FlipFlopEvaluationFunction,500000,39228,49.0,49.0,1547
14,50,MIMIC,FlipFlopEvaluationFunction,500000,87708,49.0,49.0,119924
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3064,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,5819,94.0,94.0,225
14,50,MIMIC,FourPeaksEvaluationFunction,500000,1538,94.0,94.0,2130
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,2642,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,9283,94.0,94.0,358
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1550,94.0,94.0,2152
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,45.0,58
14,50,SA,FlipFlopEvaluationFunction,500000,30821,49.0,49.0,12
14,50,GA,FlipFlopEvaluationFunction,500000,79480,49.0,49.0,3127
14,50,MIMIC,FlipFlopEvaluationFunction,500000,74455,49.0,49.0,102282
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3273,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,4756,94.0,94.0,181
14,50,MIMIC,FourPeaksEvaluationFunction,500000,950,94.0,94.0,1319
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,268
14,50,GA,SixPeaksEvaluationFunction,500000,3171,94.0,94.0,121
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1341,94.0,94.0,1875
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,40.0,54
14,50,SA,FlipFlopEvaluationFunction,500000,45622,49.0,49.0,20
14,50,GA,FlipFlopEvaluationFunction,500000,288872,49.0,49.0,11330
14,50,MIMIC,FlipFlopEvaluationFunction,500000,226690,49.0,49.0,309696
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,251
14,50,GA,FourPeaksEvaluationFunction,500000,4692,94.0,94.0,182
14,50,MIMIC,FourPeaksEvaluationFunction,500000,464,94.0,94.0,646
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,268
14,50,GA,SixPeaksEvaluationFunction,500000,3905,94.0,94.0,150
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1247,94.0,94.0,1750
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,35.0,52
14,50,SA,FlipFlopEvaluationFunction,500000,58247,49.0,49.0,26
14,50,GA,FlipFlopEvaluationFunction,500000,41820,49.0,49.0,1647
14,50,MIMIC,FlipFlopEvaluationFunction,500000,9853,49.0,49.0,13580
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,2790,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,3201,94.0,94.0,122
14,50,MIMIC,FourPeaksEvaluationFunction,500000,704,94.0,94.0,982
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,269
14,50,GA,SixPeaksEvaluationFunction,500000,4678,94.0,94.0,179
14,50,MIMIC,SixPeaksEvaluationFunction,500000,682,94.0,94.0,959
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,42.0,56
14,50,SA,FlipFlopEvaluationFunction,500000,75288,49.0,49.0,35
14,50,GA,FlipFlopEvaluationFunction,500000,500000,49.0,48.0,19610
14,50,MIMIC,FlipFlopEvaluationFunction,500000,18449,49.0,49.0,25391
14,50,RHC,FourPeaksEvaluationFunction,500000,1390,94.0,94.0,0
14,50,SA,FourPeaksEvaluationFunction,500000,2958,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,2886,94.0,94.0,110
14,50,MIMIC,FourPeaksEvaluationFunction,500000,844,94.0,94.0,1175
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,2868,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,4698,94.0,94.0,180
14,50,MIMIC,SixPeaksEvaluationFunction,500000,654,94.0,94.0,911
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,42.0,56
14,50,SA,FlipFlopEvaluationFunction,500000,2100,49.0,49.0,1
14,50,GA,FlipFlopEvaluationFunction,500000,107206,49.0,49.0,4204
14,50,MIMIC,FlipFlopEvaluationFunction,500000,5850,49.0,49.0,8036
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,2094,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,1379,94.0,94.0,53
14,50,MIMIC,FourPeaksEvaluationFunction,500000,1203,94.0,94.0,1682
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,2432,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,2355,94.0,94.0,91
14,50,MIMIC,SixPeaksEvaluationFunction,500000,597,94.0,94.0,820
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,42.0,57
14,50,SA,FlipFlopEvaluationFunction,500000,12275,49.0,49.0,3
14,50,GA,FlipFlopEvaluationFunction,500000,16990,49.0,49.0,668
14,50,MIMIC,FlipFlopEvaluationFunction,500000,37793,49.0,49.0,51707
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2366,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,2958,94.0,94.0,112
14,50,MIMIC,FourPeaksEvaluationFunction,500000,595,94.0,94.0,835
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,269
14,50,GA,SixPeaksEvaluationFunction,500000,2159,94.0,94.0,82
14,50,MIMIC,SixPeaksEvaluationFunction,500000,811,94.0,94.0,1139
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,40.0,55
14,50,SA,FlipFlopEvaluationFunction,500000,4441,49.0,49.0,1
14,50,GA,FlipFlopEvaluationFunction,500000,500000,49.0,48.0,19565
14,50,MIMIC,FlipFlopEvaluationFunction,500000,63176,49.0,49.0,86362
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2049,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,6792,94.0,94.0,257
14,50,MIMIC,FourPeaksEvaluationFunction,500000,567,94.0,94.0,785
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,268
14,50,GA,SixPeaksEvaluationFunction,500000,3315,94.0,94.0,124
14,50,MIMIC,SixPeaksEvaluationFunction,500000,880,94.0,94.0,1229
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,42.0,56
14,50,SA,FlipFlopEvaluationFunction,500000,66743,49.0,49.0,31
14,50,GA,FlipFlopEvaluationFunction,500000,139254,49.0,49.0,5481
14,50,MIMIC,FlipFlopEvaluationFunction,500000,3274,49.0,49.0,4471
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,1793,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,3586,94.0,94.0,136
14,50,MIMIC,FourPeaksEvaluationFunction,500000,478912,94.0,94.0,636961
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,2349,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,3438,94.0,94.0,135
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1249,94.0,94.0,1725
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,40.0,55
14,50,SA,FlipFlopEvaluationFunction,500000,35822,49.0,49.0,14
14,50,GA,FlipFlopEvaluationFunction,500000,51363,49.0,49.0,2023
14,50,MIMIC,FlipFlopEvaluationFunction,500000,286244,49.0,49.0,391851
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2200,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,2702,94.0,94.0,103
14,50,MIMIC,FourPeaksEvaluationFunction,500000,1647,94.0,94.0,2256
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,1856,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,2292,94.0,94.0,89
14,50,MIMIC,SixPeaksEvaluationFunction,500000,634,94.0,94.0,887
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,39.0,54
14,50,SA,FlipFlopEvaluationFunction,500000,7502,49.0,49.0,2
14,50,GA,FlipFlopEvaluationFunction,500000,36715,49.0,49.0,1451
14,50,MIMIC,FlipFlopEvaluationFunction,500000,500000,49.0,48.0,683531
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2953,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,2563,94.0,94.0,96
14,50,MIMIC,FourPeaksEvaluationFunction,500000,1088,94.0,94.0,1526
14,50,RHC,SixPeaksEvaluationFunction,500000,976,94.0,94.0,0
14,50,SA,SixPeaksEvaluationFunction,500000,3115,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,3220,94.0,94.0,124
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1244,94.0,94.0,1721
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,42.0,55
14,50,SA,FlipFlopEvaluationFunction,500000,4050,49.0,49.0,2
14,50,GA,FlipFlopEvaluationFunction,500000,290046,49.0,49.0,11354
14,50,MIMIC,FlipFlopEvaluationFunction,500000,56270,49.0,49.0,76889
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,2497,94.0,94.0,0
14,50,GA,FourPeaksEvaluationFunction,500000,3341,94.0,94.0,127
14,50,MIMIC,FourPeaksEvaluationFunction,500000,481,94.0,94.0,665
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,268
14,50,GA,SixPeaksEvaluationFunction,500000,6051,94.0,94.0,232
14,50,MIMIC,SixPeaksEvaluationFunction,500000,617,94.0,94.0,848
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,42.0,56
14,50,SA,FlipFlopEvaluationFunction,500000,21145,49.0,49.0,7
14,50,GA,FlipFlopEvaluationFunction,500000,484599,49.0,49.0,18999
14,50,MIMIC,FlipFlopEvaluationFunction,500000,161095,49.0,49.0,220270
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,2958,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,2917,94.0,94.0,111
14,50,MIMIC,FourPeaksEvaluationFunction,500000,782,94.0,94.0,1078
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,75
14,50,SA,SixPeaksEvaluationFunction,500000,2885,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,18494
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1125,94.0,94.0,1547
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,39.0,53
14,50,SA,FlipFlopEvaluationFunction,500000,36954,49.0,49.0,16
14,50,GA,FlipFlopEvaluationFunction,500000,395687,49.0,49.0,15515
14,50,MIMIC,FlipFlopEvaluationFunction,500000,12796,49.0,49.0,17596
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,249
14,50,GA,FourPeaksEvaluationFunction,500000,4053,94.0,94.0,158
14,50,MIMIC,FourPeaksEvaluationFunction,500000,824,94.0,94.0,1150
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,4144,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,18504
14,50,MIMIC,SixPeaksEvaluationFunction,500000,783,94.0,94.0,1100
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,41.0,55
14,50,SA,FlipFlopEvaluationFunction,500000,9772,49.0,49.0,3
14,50,GA,FlipFlopEvaluationFunction,500000,16565,49.0,49.0,650
14,50,MIMIC,FlipFlopEvaluationFunction,500000,2481,49.0,49.0,3414
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3220,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,2043,94.0,94.0,77
14,50,MIMIC,FourPeaksEvaluationFunction,500000,756,94.0,94.0,1047
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,2680,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,3396,94.0,94.0,130
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1223,94.0,94.0,1718
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,44.0,57
14,50,SA,FlipFlopEvaluationFunction,500000,11781,49.0,49.0,3
14,50,GA,FlipFlopEvaluationFunction,500000,389942,49.0,49.0,15275
14,50,MIMIC,FlipFlopEvaluationFunction,500000,47764,49.0,49.0,65547
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3255,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,4252,94.0,94.0,162
14,50,MIMIC,FourPeaksEvaluationFunction,500000,197,94.0,94.0,276
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,2034,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,5136,94.0,94.0,197
14,50,MIMIC,SixPeaksEvaluationFunction,500000,581,94.0,94.0,795
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,37.0,52
14,50,SA,FlipFlopEvaluationFunction,500000,13716,49.0,49.0,4
14,50,GA,FlipFlopEvaluationFunction,500000,52978,49.0,49.0,2086
14,50,MIMIC,FlipFlopEvaluationFunction,500000,136071,49.0,49.0,186020
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,54
14,50,SA,FourPeaksEvaluationFunction,500000,2225,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,3982,94.0,94.0,152
14,50,MIMIC,FourPeaksEvaluationFunction,500000,719,94.0,94.0,984
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,77
14,50,SA,SixPeaksEvaluationFunction,500000,2027,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,4882,94.0,94.0,186
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1049,94.0,94.0,1454
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,38.0,55
14,50,SA,FlipFlopEvaluationFunction,500000,44618,49.0,49.0,19
14,50,GA,FlipFlopEvaluationFunction,500000,2595,49.0,49.0,102
14,50,MIMIC,FlipFlopEvaluationFunction,500000,52216,49.0,49.0,71627
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,53
14,50,SA,FourPeaksEvaluationFunction,500000,4201,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,2770,94.0,94.0,107
14,50,MIMIC,FourPeaksEvaluationFunction,500000,622,94.0,94.0,867
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,74
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,277
14,50,GA,SixPeaksEvaluationFunction,500000,6798,94.0,94.0,267
14,50,MIMIC,SixPeaksEvaluationFunction,500000,868,94.0,94.0,1230
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,41.0,56
14,50,SA,FlipFlopEvaluationFunction,500000,2092,49.0,49.0,0
14,50,GA,FlipFlopEvaluationFunction,500000,337426,49.0,49.0,13311
14,50,MIMIC,FlipFlopEvaluationFunction,500000,103763,49.0,49.0,141975
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3143,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,5714,94.0,94.0,220
14,50,MIMIC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,694458
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,3081,94.0,94.0,1
14,50,GA,SixPeaksEvaluationFunction,500000,4056,94.0,94.0,158
14,50,MIMIC,SixPeaksEvaluationFunction,500000,760,94.0,94.0,1062
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,37.0,51
14,50,SA,FlipFlopEvaluationFunction,500000,29223,49.0,49.0,12
14,50,GA,FlipFlopEvaluationFunction,500000,41577,49.0,49.0,1634
14,50,MIMIC,FlipFlopEvaluationFunction,500000,47095,49.0,49.0,64526
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3990,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,6007,94.0,94.0,233
14,50,MIMIC,FourPeaksEvaluationFunction,500000,1020,94.0,94.0,1415
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,78
14,50,SA,SixPeaksEvaluationFunction,500000,2052,94.0,94.0,0
14,50,GA,SixPeaksEvaluationFunction,500000,3872,94.0,94.0,150
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1046,94.0,94.0,1457
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,40.0,54
14,50,SA,FlipFlopEvaluationFunction,500000,2387,49.0,49.0,0
14,50,GA,FlipFlopEvaluationFunction,500000,193648,49.0,49.0,7583
14,50,MIMIC,FlipFlopEvaluationFunction,500000,157471,49.0,49.0,215862
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,250
14,50,GA,FourPeaksEvaluationFunction,500000,6547,94.0,94.0,251
14,50,MIMIC,FourPeaksEvaluationFunction,500000,803,94.0,94.0,1111
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,77
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,270
14,50,GA,SixPeaksEvaluationFunction,500000,2152,94.0,94.0,83
14,50,MIMIC,SixPeaksEvaluationFunction,500000,1102,94.0,94.0,1527
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,38.0,53
14,50,SA,FlipFlopEvaluationFunction,500000,5091,49.0,49.0,1
14,50,GA,FlipFlopEvaluationFunction,500000,314357,49.0,49.0,12328
14,50,MIMIC,FlipFlopEvaluationFunction,500000,138220,49.0,49.0,188932
14,50,RHC,FourPeaksEvaluationFunction,500000,500000,94.0,50.0,52
14,50,SA,FourPeaksEvaluationFunction,500000,3449,94.0,94.0,1
14,50,GA,FourPeaksEvaluationFunction,500000,2172,94.0,94.0,82
14,50,MIMIC,FourPeaksEvaluationFunction,500000,964,94.0,94.0,1358
14,50,RHC,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,76
14,50,SA,SixPeaksEvaluationFunction,500000,500000,94.0,50.0,269
14,50,GA,SixPeaksEvaluationFunction,500000,5593,94.0,94.0,215
14,50,MIMIC,SixPeaksEvaluationFunction,500000,772,94.0,94.0,1081
14,50,RHC,FlipFlopEvaluationFunction,500000,500000,49.0,38.0,52
14,50,SA,FlipFlopEvaluationFunction,500000,35292,49.0,49.0,15
14,50,GA,FlipFlopEvaluationFunction,500000,315951,49.0,49.0,12372
14,50,MIMIC,FlipFlopEvaluationFunction,500000,170667,49.0,49.0,233428
15,100,RHC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,87
15,100,SA,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,279
15,100,GA,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,25527
15,100,MIMIC,FourPeaksEvaluationFunction,500000,1530,189.0,189.0,5519
15,100,RHC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,133
15,100,SA,SixPeaksEvaluationFunction,500000,8555,189.0,189.0,2
15,100,GA,SixPeaksEvaluationFunction,500000,21519,189.0,189.0,1050
15,100,MIMIC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,1709785
15,100,RHC,FlipFlopEvaluationFunction,500000,500000,99.0,81.0,100
15,100,SA,FlipFlopEvaluationFunction,500000,86816,99.0,99.0,50
15,100,GA,FlipFlopEvaluationFunction,500000,500000,99.0,97.0,26388
15,100,MIMIC,FlipFlopEvaluationFunction,500000,62580,99.0,99.0,221267
15,100,RHC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,88
15,100,SA,FourPeaksEvaluationFunction,500000,9595,189.0,189.0,2
15,100,GA,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,25635
15,100,MIMIC,FourPeaksEvaluationFunction,500000,2822,189.0,189.0,10409
15,100,RHC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,132
15,100,SA,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,326
15,100,GA,SixPeaksEvaluationFunction,500000,36533,189.0,189.0,1805
15,100,MIMIC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,1812690
15,100,RHC,FlipFlopEvaluationFunction,500000,500000,99.0,82.0,103
15,100,SA,FlipFlopEvaluationFunction,500000,24154,99.0,99.0,12
15,100,GA,FlipFlopEvaluationFunction,500000,500000,99.0,98.0,26478
15,100,MIMIC,FlipFlopEvaluationFunction,500000,68849,99.0,99.0,243633
15,100,RHC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,87
15,100,SA,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,284
15,100,GA,FourPeaksEvaluationFunction,500000,36916,189.0,189.0,1814
15,100,MIMIC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,1705605
15,100,RHC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,131
15,100,SA,SixPeaksEvaluationFunction,500000,11727,189.0,189.0,4
15,100,GA,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,28032
15,100,MIMIC,SixPeaksEvaluationFunction,500000,1632,189.0,189.0,5870
15,100,RHC,FlipFlopEvaluationFunction,500000,500000,99.0,77.0,97
15,100,SA,FlipFlopEvaluationFunction,500000,45051,99.0,99.0,24
15,100,GA,FlipFlopEvaluationFunction,500000,500000,99.0,97.0,26421
15,100,MIMIC,FlipFlopEvaluationFunction,500000,74498,99.0,99.0,264359
15,100,RHC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,87
15,100,SA,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,281
15,100,GA,FourPeaksEvaluationFunction,500000,45010,189.0,189.0,2213
15,100,MIMIC,FourPeaksEvaluationFunction,500000,2702,189.0,189.0,9745
15,100,RHC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,134
15,100,SA,SixPeaksEvaluationFunction,500000,9247,189.0,189.0,2
15,100,GA,SixPeaksEvaluationFunction,500000,26857,189.0,189.0,1319
15,100,MIMIC,SixPeaksEvaluationFunction,500000,500000,189.0,100.0,1811611
15,100,RHC,FlipFlopEvaluationFunction,500000,500000,99.0,82.0,101
15,100,SA,FlipFlopEvaluationFunction,500000,62851,99.0,99.0,35
15,100,GA,FlipFlopEvaluationFunction,500000,500000,99.0,98.0,26500
15,100,MIMIC,FlipFlopEvaluationFunction,500000,206390,99.0,99.0,730410
15,100,RHC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,89
15,100,SA,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,281
15,100,GA,FourPeaksEvaluationFunction,500000,27574,189.0,189.0,1361
15,100,MIMIC,FourPeaksEvaluationFunction,500000,500000,189.0,100.0,1704598
